,Year,Age,Value
4486, and Central Asia",>70,1991
4487, and Central Asia",50-69,9326.254434
4488, and Central Asia",43965,38471.78711
4489, and Central Asia",<5,
4490, and Central Asia",>70,1992
4491, and Central Asia",50-69,8810.773163
4492, and Central Asia",43965,38466.30821
4493, and Central Asia",<5,
4494, and Central Asia",>70,1993
4495, and Central Asia",50-69,8299.315403
4496, and Central Asia",43965,38363.57602
4497, and Central Asia",<5,
4498, and Central Asia",>70,1994
4499, and Central Asia",50-69,7786.866387
4500, and Central Asia",43965,38251.14366
4501, and Central Asia",<5,
4502, and Central Asia",>70,1995
4503, and Central Asia",50-69,7221.187196
4504, and Central Asia",43965,38130.87569
4505, and Central Asia",<5,
4506, and Central Asia",>70,1996
4507, and Central Asia",50-69,6716.933035
4508, and Central Asia",43965,37241.28158
4509, and Central Asia",<5,
4510, and Central Asia",>70,1997
4511, and Central Asia",50-69,6163.627528
4512, and Central Asia",43965,36167.25088
4513, and Central Asia",<5,
4514, and Central Asia",>70,1998
4515, and Central Asia",50-69,5620.945756
4516, and Central Asia",43965,34961.69846
4517, and Central Asia",<5,
4518, and Central Asia",>70,1999
4519, and Central Asia",50-69,5118.744194
4520, and Central Asia",43965,34713.39418
4521, and Central Asia",<5,
4522, and Central Asia",>70,2000
4523, and Central Asia",50-69,4598.744752
4524, and Central Asia",43965,34083.52068
4525, and Central Asia",<5,
4526, and Central Asia",>70,2001
4527, and Central Asia",50-69,4126.739721
4528, and Central Asia",43965,33503.27455
4529, and Central Asia",<5,
4530, and Central Asia",>70,2002
4531, and Central Asia",50-69,3733.555387
4532, and Central Asia",43965,33299.38534
4533, and Central Asia",<5,
4534, and Central Asia",>70,2003
4535, and Central Asia",50-69,3416.802966
4536, and Central Asia",43965,32887.72343
4537, and Central Asia",<5,
4538, and Central Asia",>70,2004
4539, and Central Asia",50-69,3153.805683
4540, and Central Asia",43965,31875.16585
4541, and Central Asia",<5,
4542, and Central Asia",>70,2005
4543, and Central Asia",50-69,2914.9263
4544, and Central Asia",43965,31453.02604
4545, and Central Asia",<5,
4546, and Central Asia",>70,2006
4547, and Central Asia",50-69,2688.290024
4548, and Central Asia",43965,29964.7807
4549, and Central Asia",<5,
4550, and Central Asia",>70,2007
4551, and Central Asia",50-69,2477.451887
4552, and Central Asia",43965,28916.80137
4553, and Central Asia",<5,
4554, and Central Asia",>70,2008
4555, and Central Asia",50-69,2303.880815
4556, and Central Asia",43965,28104.65865
4557, and Central Asia",<5,
4558, and Central Asia",>70,2009
4559, and Central Asia",50-69,2157.331968
4560, and Central Asia",43965,27238.40618
4561, and Central Asia",<5,
4562, and Central Asia",>70,2010
4563, and Central Asia",50-69,2007.603437
4564, and Central Asia",43965,26417.56838
4565, and Central Asia",<5,
4566, and Central Asia",>70,2011
4567, and Central Asia",50-69,1849.430002
4568, and Central Asia",43965,24927.1413
4569, and Central Asia",<5,
4570, and Central Asia",>70,2012
4571, and Central Asia",50-69,1783.976895
4572, and Central Asia",43965,24735.98279
4573, and Central Asia",<5,
4574, and Central Asia",>70,2013
4575, and Central Asia",50-69,1704.733048
4576, and Central Asia",43965,23756.70274
4577, and Central Asia",<5,
4578, and Central Asia",>70,2014
4579, and Central Asia",50-69,1622.371408
4580, and Central Asia",43965,23010.54431
4581, and Central Asia",<5,
4582, and Central Asia",>70,2015
4583, and Central Asia",50-69,1472.954495
4584, and Central Asia",43965,22141.39081
4585, and Central Asia",<5,
4586, and Central Asia",>70,2016
4587, and Central Asia",50-69,1389.546145
4588, and Central Asia",43965,21597.58296
4589, and Central Asia",<5,
4590, and Central Asia",>70,2017
4591, and Central Asia",50-69,1287.076885
4592, and Central Asia",43965,20796.15682
4593,1990,<5,7998.394335
4594,1990,>70,11808.87805
4595,1990,50-69,7772.195465
4596,1990,43965,638.8934878
4597,1991,<5,7668.15826
4598,1991,>70,12079.63123
4599,1991,50-69,7921.894452
4600,1991,43965,562.6479114
4601,1992,<5,7368.722603
4602,1992,>70,12325.85549
4603,1992,50-69,8036.946545
4604,1992,43965,499.8297691
4605,1993,<5,6914.975379
4606,1993,>70,12398.1138
4607,1993,50-69,7985.422009
4608,1993,43965,462.7282239
4609,1994,<5,6363.493938
4610,1994,>70,12384.51842
4611,1994,50-69,7877.022108
4612,1994,43965,428.5382309
4613,1995,<5,5869.252831
4614,1995,>70,12165.82355
4615,1995,50-69,7621.682713
4616,1995,43965,388.6681125
4617,1996,<5,5485.347688
4618,1996,>70,11845.67958
4619,1996,50-69,7358.66921
4620,1996,43965,364.4371333
4621,1997,<5,5109.389091
4622,1997,>70,11551.28049
4623,1997,50-69,7225.502025
4624,1997,43965,344.0245043
4625,1998,<5,4670.952424
4626,1998,>70,11387.78975
4627,1998,50-69,7102.740159
4628,1998,43965,319.9209364
4629,1999,<5,4229.144713
4630,1999,>70,11191.84124
4631,1999,50-69,6886.541605
4632,1999,43965,297.080736
4633,2000,<5,3893.857022
4634,2000,>70,11035.44319
4635,2000,50-69,6677.743228
4636,2000,43965,280.4359048
4637,2001,<5,3612.096903
4638,2001,>70,11018.71434
4639,2001,50-69,6493.507467
4640,2001,43965,261.1756834
4641,2002,<5,3360.999318
4642,2002,>70,11324.8788
4643,2002,50-69,6567.960996
4644,2002,43965,246.3190365
4645,2003,<5,3113.901435
4646,2003,>70,11506.79932
4647,2003,50-69,6523.988386
4648,2003,43965,234.3305421
4649,2004,<5,2855.529101
4650,2004,>70,11626.14567
4651,2004,50-69,6478.277002
4652,2004,43965,226.4229947
4653,2005,<5,2583.907111
4654,2005,>70,11818.56225
4655,2005,50-69,6476.253329
4656,2005,43965,210.9872795
4657,2006,<5,2365.944457
4658,2006,>70,11733.76729
4659,2006,50-69,6366.663023
4660,2006,43965,197.9521358
4661,2007,<5,2151.618016
4662,2007,>70,11603.72813
4663,2007,50-69,6184.69068
4664,2007,43965,183.2676844
4665,2008,<5,1987.967377
4666,2008,>70,11785.76172
4667,2008,50-69,6195.127239
4668,2008,43965,165.9157139
4669,2009,<5,1865.323216
4670,2009,>70,12086.3806
4671,2009,50-69,6321.195942
4672,2009,43965,156.8513476
4673,2010,<5,1731.997442
4674,2010,>70,12119.80232
4675,2010,50-69,6219.415935
4676,2010,43965,143.2566305
4677,2011,<5,1614.453148
4678,2011,>70,11843.72278
4679,2011,50-69,6033.463372
4680,2011,43965,131.6908851
4681,2012,<5,1530.955969
4682,2012,>70,12004.81254
4683,2012,50-69,6112.931803
4684,2012,43965,123.3304003
4685,2013,<5,1457.255113
4686,2013,>70,12220.28748
4687,2013,50-69,6158.137423
4688,2013,43965,115.3432019
4689,2014,<5,1397.161169
4690,2014,>70,12758.8782
4691,2014,50-69,6456.067418
4692,2014,43965,112.6093208
4693,2015,<5,1342.045428
4694,2015,>70,12912.15442
4695,2015,50-69,6537.476373
4696,2015,43965,106.6784858
4697,2016,<5,1246.444606
4698,2016,>70,13122.63337
4699,2016,50-69,6762.14298
4700,2016,43965,101.9454763
4701,2017,<5,1158.84192
4702,2017,>70,13032.52851
4703,2017,50-69,6735.502242
4704,2017,43965,97.09697253
4705,1990,<5,30564.34491
4706,1990,>70,8761.730221
4707,1990,50-69,11286.58131
4708,1990,43965,615.6820846
4709,1991,<5,30904.94529
4710,1991,>70,9044.49498
4711,1991,50-69,11409.5766
4712,1991,43965,642.1680785
4713,1992,<5,31166.91096
4714,1992,>70,9347.669913
4715,1992,50-69,11504.31751
4716,1992,43965,662.5974824
4717,1993,<5,31798.66294
4718,1993,>70,9738.568766
4719,1993,50-69,11729.16275
4720,1993,43965,689.3038059
4721,1994,<5,32263.21258
4722,1994,>70,10162.43147
4723,1994,50-69,11988.28765
4724,1994,43965,706.1559386
4725,1995,<5,32711.97351
4726,1995,>70,10634.76496
4727,1995,50-69,12315.72462
4728,1995,43965,723.5134075
4729,1996,<5,32862.84616
4730,1996,>70,11110.03413
4731,1996,50-69,12667.51425
4732,1996,43965,716.6238205
4733,1997,<5,33317.75201
4734,1997,>70,11238.72124
4735,1997,50-69,12518.53004
4736,1997,43965,709.9061529
4737,1998,<5,33723.38202
4738,1998,>70,11611.99711
4739,1998,50-69,12764.12997
4740,1998,43965,753.5021981
4741,1999,<5,33952.9789
4742,1999,>70,11950.14912
4743,1999,50-69,12904.27642
4744,1999,43965,760.3453991
4745,2000,<5,34396.68288
4746,2000,>70,12322.99883
4747,2000,50-69,12958.72661
4748,2000,43965,773.5842341
4749,2001,<5,34174.71788
4750,2001,>70,12543.15722
4751,2001,50-69,13028.45813
4752,2001,43965,767.8980891
4753,2002,<5,33646.91495
4754,2002,>70,12791.24721
4755,2002,50-69,13049.88755
4756,2002,43965,761.2779747
4757,2003,<5,33202.90252
4758,2003,>70,13205.32961
4759,2003,50-69,13385.7413
4760,2003,43965,765.0750399
4761,2004,<5,32852.67947
4762,2004,>70,13456.51932
4763,2004,50-69,13479.78207
4764,2004,43965,761.0967018
4765,2005,<5,32035.57647
4766,2005,>70,13514.59031
4767,2005,50-69,13312.2791
4768,2005,43965,752.7857394
4769,2006,<5,31599.07743
4770,2006,>70,13768.52723
4771,2006,50-69,13544.13249
4772,2006,43965,759.2766563
4773,2007,<5,31000.02758
4774,2007,>70,13910.25377
4775,2007,50-69,13682.21559
4776,2007,43965,757.445588
4777,2008,<5,30306.36611
4778,2008,>70,14125.9619
4779,2008,50-69,13989.47418
4780,2008,43965,764.3041495
4781,2009,<5,29710.84248
4782,2009,>70,14298.03381
4783,2009,50-69,14256.13547
4784,2009,43965,778.1846579
4785,2010,<5,28799.25804
4786,2010,>70,14391.15889
4787,2010,50-69,14359.57279
4788,2010,43965,789.5610734
4789,2011,<5,27363.01261
4790,2011,>70,14431.25367
4791,2011,50-69,14633.24091
4792,2011,43965,785.9774124
4793,2012,<5,25947.03184
4794,2012,>70,14418.1619
4795,2012,50-69,14825.00646
4796,2012,43965,778.9086198
4797,2013,<5,24108.00606
4798,2013,>70,14215.72152
4799,2013,50-69,14836.77217
4800,2013,43965,756.7336071
4801,2014,<5,22752.25848
4802,2014,>70,14191.74414
4803,2014,50-69,15014.8012
4804,2014,43965,745.7178751
4805,2015,<5,21260.2562
4806,2015,>70,14006.04629
4807,2015,50-69,14955.71988
4808,2015,43965,729.4284656
4809,2016,<5,19667.75451
4810,2016,>70,14007.94095
4811,2016,50-69,15193.91138
4812,2016,43965,698.067507
4813,2017,<5,18516.73445
4814,2017,>70,14140.91409
4815,2017,50-69,15593.19197
4816,2017,43965,683.1816401
4817,1990,<5,5121.004167
4818,1990,>70,1691.857964
4819,1990,50-69,1089.822909
4820,1990,43965,88.16682648
4821,1991,<5,5158.247064
4822,1991,>70,1702.040283
4823,1991,50-69,1060.047762
4824,1991,43965,85.50952451
4825,1992,<5,5179.027981
4826,1992,>70,1729.884003
4827,1992,50-69,1060.801648
4828,1992,43965,87.38440926
4829,1993,<5,5329.664722
4830,1993,>70,1770.303763
4831,1993,50-69,1076.02734
4832,1993,43965,92.63476053
4833,1994,<5,5443.146971
4834,1994,>70,1799.417391
4835,1994,50-69,1095.463547
4836,1994,43965,92.5986594
4837,1995,<5,5613.223947
4838,1995,>70,1829.484075
4839,1995,50-69,1121.047043
4840,1995,43965,95.45804063
4841,1996,<5,5789.656883
4842,1996,>70,1880.964949
4843,1996,50-69,1185.438631
4844,1996,43965,102.9519202
4845,1997,<5,5954.278832
4846,1997,>70,1928.987289
4847,1997,50-69,1242.347504
4848,1997,43965,108.8357806
4849,1998,<5,6123.746873
4850,1998,>70,1945.054771
4851,1998,50-69,1276.780924
4852,1998,43965,114.4699246
4853,1999,<5,6296.671589
4854,1999,>70,1991.712723
4855,1999,50-69,1335.045271
4856,1999,43965,120.8967386
4857,2000,<5,6495.558886
4858,2000,>70,2011.483076
4859,2000,50-69,1366.081203
4860,2000,43965,126.4227006
4861,2001,<5,6660.588502
4862,2001,>70,2041.56979
4863,2001,50-69,1409.494016
4864,2001,43965,132.191581
4865,2002,<5,6806.131371
4866,2002,>70,2072.937157
4867,2002,50-69,1443.247118
4868,2002,43965,134.2235665
4869,2003,<5,6907.953672
4870,2003,>70,2119.98279
4871,2003,50-69,1484.174064
4872,2003,43965,141.084245
4873,2004,<5,6858.177383
4874,2004,>70,2140.596304
4875,2004,50-69,1494.792327
4876,2004,43965,140.8389449
4877,2005,<5,6705.187917
4878,2005,>70,2130.950216
4879,2005,50-69,1494.693718
4880,2005,43965,141.0997822
4881,2006,<5,6863.980756
4882,2006,>70,2139.999481
4883,2006,50-69,1512.93628
4884,2006,43965,148.4056951
4885,2007,<5,7035.759329
4886,2007,>70,2156.719086
4887,2007,50-69,1551.015615
4888,2007,43965,160.2720837
4889,2008,<5,6925.28496
4890,2008,>70,2184.182659
4891,2008,50-69,1594.259869
4892,2008,43965,161.017556
4893,2009,<5,6939.220563
4894,2009,>70,2229.441644
4895,2009,50-69,1637.356127
4896,2009,43965,164.678732
4897,2010,<5,6909.489806
4898,2010,>70,2247.270955
4899,2010,50-69,1672.700673
4900,2010,43965,173.9122876
4901,2011,<5,6825.397781
4902,2011,>70,2276.98197
4903,2011,50-69,1735.145594
4904,2011,43965,175.850223
4905,2012,<5,6642.961934
4906,2012,>70,2262.619492
4907,2012,50-69,1757.01001
4908,2012,43965,177.322079
4909,2013,<5,6783.713535
4910,2013,>70,2292.411332
4911,2013,50-69,1794.088458
4912,2013,43965,186.7133923
4913,2014,<5,6664.935866
4914,2014,>70,2309.82083
4915,2014,50-69,1824.029151
4916,2014,43965,187.5305724
4917,2015,<5,6459.580733
4918,2015,>70,2241.369631
4919,2015,50-69,1768.837154
4920,2015,43965,186.8303276
4921,2016,<5,6505.66335
4922,2016,>70,2307.270544
4923,2016,50-69,1819.04302
4924,2016,43965,190.1450921
4925,2017,<5,6435.807549
4926,2017,>70,2332.304448
4927,2017,50-69,1847.285344
4928,2017,43965,188.9243678
4929,1990,<5,91.94372259
4930,1990,>70,1178.339214
4931,1990,50-69,569.8942283
4932,1990,43965,5.873594558
4933,1991,<5,75.06803795
4934,1991,>70,1099.917729
4935,1991,50-69,508.1070745
4936,1991,43965,4.939028954
4937,1992,<5,68.03595026
4938,1992,>70,1064.124182
4939,1992,50-69,471.3316989
4940,1992,43965,4.52857694
4941,1993,<5,57.55876197
4942,1993,>70,1073.548298
4943,1993,50-69,468.2432054
4944,1993,43965,4.140424814
4945,1994,<5,48.12203155
4946,1994,>70,1050.004968
4947,1994,50-69,460.470564
4948,1994,43965,3.754768157
4949,1995,<5,42.58688778
4950,1995,>70,1020.842329
4951,1995,50-69,451.7834836
4952,1995,43965,3.448469064
4953,1996,<5,38.73876973
4954,1996,>70,973.9928452
4955,1996,50-69,419.0567672
4956,1996,43965,3.239708667
4957,1997,<5,31.83615369
4958,1997,>70,925.2648996
4959,1997,50-69,379.5481082
4960,1997,43965,2.859106572
4961,1998,<5,28.89210941
4962,1998,>70,888.1699726
4963,1998,50-69,343.4278262
4964,1998,43965,2.358824593
4965,1999,<5,23.65438273
4966,1999,>70,852.7168763
4967,1999,50-69,318.8528799
4968,1999,43965,1.939049319
4969,2000,<5,17.82270357
4970,2000,>70,769.6656543
4971,2000,50-69,290.5882626
4972,2000,43965,1.599969934
4973,2001,<5,14.8863734
4974,2001,>70,747.6625469
4975,2001,50-69,288.5992661
4976,2001,43965,1.421211351
4977,2002,<5,10.79609711
4978,2002,>70,696.1202521
4979,2002,50-69,266.2009251
4980,2002,43965,1.109992969
4981,2003,<5,9.085533584
4982,2003,>70,673.3674645
4983,2003,50-69,253.9467711
4984,2003,43965,0.879923305
4985,2004,<5,8.337967534
4986,2004,>70,650.8318228
4987,2004,50-69,239.9006426
4988,2004,43965,0.716402176
4989,2005,<5,6.932798328
4990,2005,>70,615.9370754
4991,2005,50-69,227.1296381
4992,2005,43965,0.609801362
4993,2006,<5,6.034638313
4994,2006,>70,577.710358
4995,2006,50-69,216.763736
4996,2006,43965,0.543167504
4997,2007,<5,5.622377316
4998,2007,>70,556.694193
4999,2007,50-69,210.2980564
5000,2007,43965,0.475049939
5001,2008,<5,5.107674696
5002,2008,>70,519.4663405
5003,2008,50-69,201.3639466
5004,2008,43965,0.443146854
5005,2009,<5,4.800703732
5006,2009,>70,521.2158305
5007,2009,50-69,202.7632364
5008,2009,43965,0.399025737
5009,2010,<5,3.788149972
5010,2010,>70,518.1014292
5011,2010,50-69,196.180761
5012,2010,43965,0.335463707
5013,2011,<5,3.188410742
5014,2011,>70,478.5737934
5015,2011,50-69,180.979487
5016,2011,43965,0.301454613
5017,2012,<5,2.733219578
5018,2012,>70,478.9199819
5019,2012,50-69,179.1451906
5020,2012,43965,0.289792445
5021,2013,<5,2.447250774
5022,2013,>70,473.8086022
5023,2013,50-69,177.2231907
5024,2013,43965,0.272429361
5025,2014,<5,2.382781588
5026,2014,>70,463.1529425
5027,2014,50-69,172.345918
5028,2014,43965,0.257660712
5029,2015,<5,2.00001994
5030,2015,>70,453.7502025
5031,2015,50-69,167.6129607
5032,2015,43965,0.243627644
5033,2016,<5,1.812657723
5034,2016,>70,473.0142298
5035,2016,50-69,173.8629029
5036,2016,43965,0.241063708
5037,2017,<5,1.675612599
5038,2017,>70,480.4618575
5039,2017,50-69,174.1862119
5040,2017,43965,0.220983413
5041,1990,<5,137440.4746
5042,1990,>70,377018.4561
5043,1990,50-69,213067.7205
5044,1990,43965,5569.577361
5045,1991,<5,129096.9583
5046,1991,>70,374781.133
5047,1991,50-69,207300.3084
5048,1991,43965,5594.180658
5049,1992,<5,116792.7891
5050,1992,>70,370538.2785
5051,1992,50-69,200033.5296
5052,1992,43965,5890.80384
5053,1993,<5,103201.1059
5054,1993,>70,366107.5341
5055,1993,50-69,192964.2094
5056,1993,43965,5912.231264
5057,1994,<5,91212.93642
5058,1994,>70,361964.4041
5059,1994,50-69,185773.6935
5060,1994,43965,5648.7897
5061,1995,<5,81245.67755
5062,1995,>70,352180.1739
5063,1995,50-69,177978.4013
5064,1995,43965,5460.57116
5065,1996,<5,72006.49526
5066,1996,>70,343417.6713
5067,1996,50-69,169893.1351
5068,1996,43965,5032.288974
5069,1997,<5,63457.25794
5070,1997,>70,335134.1343
5071,1997,50-69,160646.8388
5072,1997,43965,4410.042482
5073,1998,<5,55087.18524
5074,1998,>70,330213.1114
5075,1998,50-69,152430.7549
5076,1998,43965,3592.269244
5077,1999,<5,47280.73926
5078,1999,>70,320437.3418
5079,1999,50-69,146608.8777
5080,1999,43965,2986.465923
5081,2000,<5,40071.50498
5082,2000,>70,315924.4467
5083,2000,50-69,142860.0833
5084,2000,43965,2503.416279
5085,2001,<5,33799.58678
5086,2001,>70,308029.8504
5087,2001,50-69,137398.2462
5088,2001,43965,1984.890061
5089,2002,<5,28531.74733
5090,2002,>70,303627.6887
5091,2002,50-69,135834.7573
5092,2002,43965,1404.711649
5093,2003,<5,23794.3567
5094,2003,>70,300482.2184
5095,2003,50-69,134929.2391
5096,2003,43965,949.9512495
5097,2004,<5,20056.92566
5098,2004,>70,291139.5881
5099,2004,50-69,129345.6933
5100,2004,43965,791.229179
5101,2005,<5,16724.17456
5102,2005,>70,274503.5099
5103,2005,50-69,120251.8384
5104,2005,43965,672.9396634
5105,2006,<5,13960.10281
5106,2006,>70,250314.1362
5107,2006,50-69,108626.2946
5108,2006,43965,535.5706904
5109,2007,<5,11807.02987
5110,2007,>70,235544.534
5111,2007,50-69,100602.7369
5112,2007,43965,448.9472086
5113,2008,<5,10131.24057
5114,2008,>70,227940.7985
5115,2008,50-69,94341.92367
5116,2008,43965,440.6300767
5117,2009,<5,8551.48677
5118,2009,>70,222653.7092
5119,2009,50-69,89542.08713
5120,2009,43965,426.7514513
5121,2010,<5,7272.932765
5122,2010,>70,215283.3569
5123,2010,50-69,85813.60218
5124,2010,43965,375.4923483
5125,2011,<5,6155.906937
5126,2011,>70,203300.7475
5127,2011,50-69,82795.97174
5128,2011,43965,331.942057
5129,2012,<5,5385.382723
5130,2012,>70,199008.8492
5131,2012,50-69,84534.43002
5132,2012,43965,317.8877998
5133,2013,<5,4582.374837
5134,2013,>70,183502.2018
5135,2013,50-69,82440.03303
5136,2013,43965,299.869799
5137,2014,<5,4057.6292
5138,2014,>70,180300.9463
5139,2014,50-69,85898.62098
5140,2014,43965,281.1095846
5141,2015,<5,3534.262548
5142,2015,>70,178781.1371
5143,2015,50-69,88799.61986
5144,2015,43965,263.185875
5145,2016,<5,3055.565049
5146,2016,>70,183793.761
5147,2016,50-69,91476.31887
5148,2016,43965,242.7078275
5149,2017,<5,2460.824767
5150,2017,>70,172632.4467
5151,2017,50-69,81591.95769
5152,2017,43965,198.2446502
5153,1990,<5,755.8450471
5154,1990,>70,2433.647026
5155,1990,50-69,1820.48341
5156,1990,43965,57.5615383
5157,1991,<5,728.2638738
5158,1991,>70,2569.649887
5159,1991,50-69,1901.121437
5160,1991,43965,54.36624775
5161,1992,<5,694.1719011
5162,1992,>70,2623.550303
5163,1992,50-69,1909.291778
5164,1992,43965,51.05838186
5165,1993,<5,664.9755188
5166,1993,>70,2623.421723
5167,1993,50-69,1859.112538
5168,1993,43965,48.18916051
5169,1994,<5,606.0134688
5170,1994,>70,2660.61527
5171,1994,50-69,1836.013188
5172,1994,43965,44.15369155
5173,1995,<5,549.3975217
5174,1995,>70,2714.360012
5175,1995,50-69,1793.313057
5176,1995,43965,40.41281429
5177,1996,<5,493.3707027
5178,1996,>70,2661.500148
5179,1996,50-69,1741.938522
5180,1996,43965,36.39585105
5181,1997,<5,438.4163738
5182,1997,>70,2425.410821
5183,1997,50-69,1615.9167
5184,1997,43965,30.86884472
5185,1998,<5,401.3924062
5186,1998,>70,2393.647238
5187,1998,50-69,1571.734939
5188,1998,43965,27.04985712
5189,1999,<5,367.5117175
5190,1999,>70,2439.433556
5191,1999,50-69,1546.274956
5192,1999,43965,24.88521542
5193,2000,<5,340.7450426
5194,2000,>70,2471.607225
5195,2000,50-69,1503.717235
5196,2000,43965,23.06087014
5197,2001,<5,314.9378819
5198,2001,>70,2536.342272
5199,2001,50-69,1475.370236
5200,2001,43965,22.20546085
5201,2002,<5,289.3375916
5202,2002,>70,2715.062391
5203,2002,50-69,1552.914454
5204,2002,43965,21.51019022
5205,2003,<5,270.8321451
5206,2003,>70,2650.218183
5207,2003,50-69,1441.460399
5208,2003,43965,20.61329633
5209,2004,<5,244.9752433
5210,2004,>70,2653.018982
5211,2004,50-69,1410.215694
5212,2004,43965,19.6306116
5213,2005,<5,220.9600014
5214,2005,>70,2604.348758
5215,2005,50-69,1331.201676
5216,2005,43965,18.18638259
5217,2006,<5,201.2832727
